Program Name,Project Year,Account Number,Account Name,Ticker,ISIN,GICS_sector,GICS_Industry_Group,GICS_Industry,GICS_Sub_Industry,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,
Climate Change,2016,33250,Automatic Spring Product Corp.,7545284Z US,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,29488,Associated Tube Industries,,,Materials,Materials,Metals & Mining,Steel,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,2146,BRISTOL COMPRESSORS,,,Industrials,Capital Goods,Machinery,Industrial Machinery,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,29451,Chapel Steel Co,,,Materials,Materials,Metals & Mining,Steel,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,34380,COMEFRI USA INC,,,Industrials,Capital Goods,Building Products,Building Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,51585,"US Xpress, Inc.",,,Industrials,Transportation,Road & Rail,Trucking,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,4776,Doe Run Company,,,Materials,Materials,Metals & Mining,Diversified Metals & Mining,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,29449,"BUCKLEY INDUSTRIES, INC",,,Industrials,Capital Goods,Building Products,Building Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,61099,Hooven Dayton,,,Materials,Materials,Containers & Packaging,,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,61131,ITW AUTOMOTIVE PRODU,,,Consumer Discretionary,Automobiles & Components,,,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,34453,Tenneco,TEN US,US8803491054,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,48626,Mestex,,,Industrials,Capital Goods,Machinery,Industrial Machinery,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,29445,Arrow Fabricated Tubing,0126957D US,,Materials,Materials,Metals & Mining,Diversified Metals & Mining,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,58,ABM INDUSTRIES INC,ABM US,US0009571003,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Diversified Support Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,40290,Gentex Corp.,GNTX US,US3719011096,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,41790,"Converted Products, Inc",,,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Diversified Support Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,29437,E&E Manufacturing,,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,48380,ASAP STAFFING LLC,,,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,37926,Water Gremlin Company,,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,53162,Coriant,,,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,47190,KANSAS PLASTICS,,,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,48539,Heatco Inc.,,,Industrials,Capital Goods,Machinery,Industrial Machinery,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,55538,APG,0572616D US,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,47454,SUPERIOR INDUSTRIES INTERNATIONAL,,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,61107,Morrison & Foerster,,,Industrials,Commercial & Professional Services,Professional Services,,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,52169,ARTESYN EMBEDDED TECHNOLOGIES,ATSN US,US0431271099,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,37878,Cavium,CAVM US,,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,17180,SMART Modular Technologies,,,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,6613,Formosa Plastics (US),0007488D US,,Materials,Materials,Chemicals,Commodity Chemicals,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,51386,IQ Navigator,,,Information Technology,Software & Services,Software,Systems Software,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,670,Applied Micro Circuits Corporation,AMCC US,US03822W4069,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,40719,GENESYS EUROPE LTD (Global),,,Information Technology,Software & Services,,,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,61176,EAST PENN BATTERIES,,,Industrials,Capital Goods,,,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,2889,"CBCInnovis, Inc",,,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,33721,GOODMAN NETWORKS INC,GNET US,US38239H1059,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,47030,LATTICE SEMICONDUCTOR,LSCC US,,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,34487,RADISYS,RSYS US,US7504591097,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,37837,Clune Construction Company,,,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,47254,SHANG HAI JING SHENG,,,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,20813,WORLD WIDE TECHNOLOGY HOLDING COMPANY,,,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,61188,REDKNEE,,,Telecommunication Services,Telecommunication Services,,,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,16303,Sanmina Corporation,SANM US,US8010561020,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,34494,SEMTECH,,,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,52218,"NEI / Unicom Engineering, Inc - FKA - D/B/A Network Engines, Inc (NEI)",,,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,36068,RTI,,,Industrials,Commercial & Professional Services,Professional Services,Research & Consulting Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,34503,VECTRON,,,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,17314,SHI International Corp.,SHCC US,US78423F1012,Consumer Discretionary,Retailing,Specialty Retail,Computer & Electronics Retail,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,49441,Leidos,LDOS US,US5253271028,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,2044,Booz Allen Hamilton,BAH US,US0995021062,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,12399,MOOG INC,MOG/A US,US6153942023,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,33621,FedEx Supply Chain,,,Consumer Discretionary,Retailing,Distributors,Distributors,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,52053,WIND RIVER,,,Information Technology,Software & Services,Software,Systems Software,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,57396,Los Angeles Department of Water and Power,,,Utilities,Utilities,Electric Utilities,Electric Utilities,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,61315,Rinchem Company Inc,,,Industrials,Transportation,Road & Rail,Trucking,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,56316,SunEdison,SUNEQ US,US86732Y1091,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2016,61298,Brewer Science,,,Materials,Materials,Chemicals,Specialty Chemicals,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
